state,date,sex,ethnicity,abs
Johor,01/01/2000,both,overall,12144
Johor,01/01/2001,both,overall,12730
Johor,01/01/2002,both,overall,13459
Johor,01/01/2003,both,overall,13671
Johor,01/01/2004,both,overall,13842
Johor,01/01/2005,both,overall,14152
Johor,01/01/2006,both,overall,14546
Johor,01/01/2007,both,overall,15165
Johor,01/01/2008,both,overall,15926
Johor,01/01/2009,both,overall,15971
Johor,01/01/2010,both,overall,16060
Johor,01/01/2011,both,overall,16479
Johor,01/01/2012,both,overall,17201
Johor,01/01/2013,both,overall,17696
Johor,01/01/2014,both,overall,17904
Johor,01/01/2015,both,overall,18853
Johor,01/01/2016,both,overall,19924
Johor,01/01/2017,both,overall,20662
Johor,01/01/2018,both,overall,21117
Johor,01/01/2019,both,overall,21799
Johor,01/01/2020,both,overall,20646
Johor,01/01/2021,both,overall,26951
Johor,01/01/2022,both,overall,25305
Johor,01/01/2023,both,overall,24705
Kedah,01/01/2000,both,overall,8982
Kedah,01/01/2001,both,overall,9197
Kedah,01/01/2002,both,overall,9925
Kedah,01/01/2003,both,overall,10311
Kedah,01/01/2004,both,overall,10095
Kedah,01/01/2005,both,overall,10280
Kedah,01/01/2006,both,overall,10698
Kedah,01/01/2007,both,overall,10847
Kedah,01/01/2008,both,overall,11071
Kedah,01/01/2009,both,overall,11618
Kedah,01/01/2010,both,overall,11674
Kedah,01/01/2011,both,overall,11869
Kedah,01/01/2012,both,overall,12268
Kedah,01/01/2013,both,overall,12516
Kedah,01/01/2014,both,overall,13017
Kedah,01/01/2015,both,overall,13674
Kedah,01/01/2016,both,overall,13771
Kedah,01/01/2017,both,overall,14332
Kedah,01/01/2018,both,overall,14552
Kedah,01/01/2019,both,overall,14302
Kedah,01/01/2020,both,overall,13671
Kedah,01/01/2021,both,overall,18457
Kedah,01/01/2022,both,overall,17628
Kedah,01/01/2023,both,overall,16643
Kelantan,01/01/2000,both,overall,7620
Kelantan,01/01/2001,both,overall,7797
Kelantan,01/01/2002,both,overall,8330
Kelantan,01/01/2003,both,overall,8614
Kelantan,01/01/2004,both,overall,8547
Kelantan,01/01/2005,both,overall,8834
Kelantan,01/01/2006,both,overall,8940
Kelantan,01/01/2007,both,overall,9186
Kelantan,01/01/2008,both,overall,9694
Kelantan,01/01/2009,both,overall,10114
Kelantan,01/01/2010,both,overall,9798
Kelantan,01/01/2011,both,overall,10024
Kelantan,01/01/2012,both,overall,9890
Kelantan,01/01/2013,both,overall,10042
Kelantan,01/01/2014,both,overall,10588
Kelantan,01/01/2015,both,overall,10789
Kelantan,01/01/2016,both,overall,10809
Kelantan,01/01/2017,both,overall,11203
Kelantan,01/01/2018,both,overall,11316
Kelantan,01/01/2019,both,overall,11410
Kelantan,01/01/2020,both,overall,10928
Kelantan,01/01/2021,both,overall,13926
Kelantan,01/01/2022,both,overall,13445
Kelantan,01/01/2023,both,overall,11839
Melaka,01/01/2000,both,overall,3725
Melaka,01/01/2001,both,overall,3799
Melaka,01/01/2002,both,overall,3966
Melaka,01/01/2003,both,overall,3964
Melaka,01/01/2004,both,overall,4070
Melaka,01/01/2005,both,overall,4140
Melaka,01/01/2006,both,overall,4146
Melaka,01/01/2007,both,overall,4145
Melaka,01/01/2008,both,overall,4381
Melaka,01/01/2009,both,overall,4472
Melaka,01/01/2010,both,overall,4481
Melaka,01/01/2011,both,overall,4606
Melaka,01/01/2012,both,overall,4575
Melaka,01/01/2013,both,overall,4747
Melaka,01/01/2014,both,overall,4728
Melaka,01/01/2015,both,overall,4959
Melaka,01/01/2016,both,overall,5186
Melaka,01/01/2017,both,overall,5523
Melaka,01/01/2018,both,overall,5407
Melaka,01/01/2019,both,overall,5547
Melaka,01/01/2020,both,overall,5444
Melaka,01/01/2021,both,overall,7083
Melaka,01/01/2022,both,overall,6630
Melaka,01/01/2023,both,overall,6190
Negeri Sembilan,01/01/2000,both,overall,4540
Negeri Sembilan,01/01/2001,both,overall,4724
Negeri Sembilan,01/01/2002,both,overall,5051
Negeri Sembilan,01/01/2003,both,overall,5038
Negeri Sembilan,01/01/2004,both,overall,5067
Negeri Sembilan,01/01/2005,both,overall,5163
Negeri Sembilan,01/01/2006,both,overall,5204
Negeri Sembilan,01/01/2007,both,overall,5181
Negeri Sembilan,01/01/2008,both,overall,5740
Negeri Sembilan,01/01/2009,both,overall,5832
Negeri Sembilan,01/01/2010,both,overall,5814
Negeri Sembilan,01/01/2011,both,overall,5885
Negeri Sembilan,01/01/2012,both,overall,5895
Negeri Sembilan,01/01/2013,both,overall,6213
Negeri Sembilan,01/01/2014,both,overall,6410
Negeri Sembilan,01/01/2015,both,overall,6611
Negeri Sembilan,01/01/2016,both,overall,6810
Negeri Sembilan,01/01/2017,both,overall,7111
Negeri Sembilan,01/01/2018,both,overall,7298
Negeri Sembilan,01/01/2019,both,overall,7168
Negeri Sembilan,01/01/2020,both,overall,7011
Negeri Sembilan,01/01/2021,both,overall,9165
Negeri Sembilan,01/01/2022,both,overall,8636
Negeri Sembilan,01/01/2023,both,overall,8232
Pahang,01/01/2000,both,overall,5507
Pahang,01/01/2001,both,overall,5741
Pahang,01/01/2002,both,overall,6297
Pahang,01/01/2003,both,overall,6291
Pahang,01/01/2004,both,overall,6275
Pahang,01/01/2005,both,overall,6499
Pahang,01/01/2006,both,overall,6670
Pahang,01/01/2007,both,overall,6742
Pahang,01/01/2008,both,overall,7100
Pahang,01/01/2009,both,overall,7428
Pahang,01/01/2010,both,overall,7722
Pahang,01/01/2011,both,overall,7812
Pahang,01/01/2012,both,overall,7791
Pahang,01/01/2013,both,overall,8146
Pahang,01/01/2014,both,overall,8301
Pahang,01/01/2015,both,overall,8471
Pahang,01/01/2016,both,overall,8878
Pahang,01/01/2017,both,overall,9261
Pahang,01/01/2018,both,overall,9246
Pahang,01/01/2019,both,overall,9179
Pahang,01/01/2020,both,overall,8686
Pahang,01/01/2021,both,overall,10366
Pahang,01/01/2022,both,overall,11022
Pahang,01/01/2023,both,overall,10508
Perak,01/01/2000,both,overall,13194
Perak,01/01/2001,both,overall,13577
Perak,01/01/2002,both,overall,14345
Perak,01/01/2003,both,overall,14561
Perak,01/01/2004,both,overall,14401
Perak,01/01/2005,both,overall,14348
Perak,01/01/2006,both,overall,14429
Perak,01/01/2007,both,overall,14913
Perak,01/01/2008,both,overall,15395
Perak,01/01/2009,both,overall,15741
Perak,01/01/2010,both,overall,15440
Perak,01/01/2011,both,overall,16012
Perak,01/01/2012,both,overall,16395
Perak,01/01/2013,both,overall,16386
Perak,01/01/2014,both,overall,16925
Perak,01/01/2015,both,overall,17159
Perak,01/01/2016,both,overall,17820
Perak,01/01/2017,both,overall,18047
Perak,01/01/2018,both,overall,18600
Perak,01/01/2019,both,overall,18740
Perak,01/01/2020,both,overall,17946
Perak,01/01/2021,both,overall,21303
Perak,01/01/2022,both,overall,22341
Perak,01/01/2023,both,overall,20839
Perlis,01/01/2000,both,overall,1307
Perlis,01/01/2001,both,overall,1335
Perlis,01/01/2002,both,overall,1378
Perlis,01/01/2003,both,overall,1416
Perlis,01/01/2004,both,overall,1426
Perlis,01/01/2005,both,overall,1452
Perlis,01/01/2006,both,overall,1462
Perlis,01/01/2007,both,overall,1491
Perlis,01/01/2008,both,overall,1618
Perlis,01/01/2009,both,overall,1580
Perlis,01/01/2010,both,overall,1683
Perlis,01/01/2011,both,overall,1637
Perlis,01/01/2012,both,overall,1655
Perlis,01/01/2013,both,overall,1741
Perlis,01/01/2014,both,overall,1671
Perlis,01/01/2015,both,overall,1767
Perlis,01/01/2016,both,overall,1884
Perlis,01/01/2017,both,overall,2004
Perlis,01/01/2018,both,overall,2042
Perlis,01/01/2019,both,overall,1996
Perlis,01/01/2020,both,overall,1950
Perlis,01/01/2021,both,overall,2234
Perlis,01/01/2022,both,overall,2422
Perlis,01/01/2023,both,overall,2171
Penang,01/01/2000,both,overall,7037
Penang,01/01/2001,both,overall,7162
Penang,01/01/2002,both,overall,7703
Penang,01/01/2003,both,overall,7781
Penang,01/01/2004,both,overall,7813
Penang,01/01/2005,both,overall,7869
Penang,01/01/2006,both,overall,7918
Penang,01/01/2007,both,overall,8316
Penang,01/01/2008,both,overall,8471
Penang,01/01/2009,both,overall,8699
Penang,01/01/2010,both,overall,9063
Penang,01/01/2011,both,overall,9107
Penang,01/01/2012,both,overall,9133
Penang,01/01/2013,both,overall,9538
Penang,01/01/2014,both,overall,9678
Penang,01/01/2015,both,overall,10226
Penang,01/01/2016,both,overall,10729
Penang,01/01/2017,both,overall,10727
Penang,01/01/2018,both,overall,11209
Penang,01/01/2019,both,overall,10896
Penang,01/01/2020,both,overall,10701
Penang,01/01/2021,both,overall,13978
Penang,01/01/2022,both,overall,12920
Penang,01/01/2023,both,overall,12304
Sabah,01/01/2000,both,overall,5203
Sabah,01/01/2001,both,overall,5437
Sabah,01/01/2002,both,overall,5864
Sabah,01/01/2003,both,overall,6061
Sabah,01/01/2004,both,overall,6328
Sabah,01/01/2005,both,overall,6563
Sabah,01/01/2006,both,overall,6702
Sabah,01/01/2007,both,overall,6979
Sabah,01/01/2008,both,overall,7394
Sabah,01/01/2009,both,overall,7565
Sabah,01/01/2010,both,overall,7622
Sabah,01/01/2011,both,overall,8095
Sabah,01/01/2012,both,overall,8066
Sabah,01/01/2013,both,overall,8253
Sabah,01/01/2014,both,overall,12188
Sabah,01/01/2015,both,overall,12511
Sabah,01/01/2016,both,overall,12834
Sabah,01/01/2017,both,overall,13719
Sabah,01/01/2018,both,overall,13940
Sabah,01/01/2019,both,overall,14713
Sabah,01/01/2020,both,overall,14868
Sabah,01/01/2021,both,overall,18873
Sabah,01/01/2022,both,overall,17395
Sabah,01/01/2023,both,overall,16610
Sarawak,01/01/2000,both,overall,8513
Sarawak,01/01/2001,both,overall,8893
Sarawak,01/01/2002,both,overall,8818
Sarawak,01/01/2003,both,overall,9287
Sarawak,01/01/2004,both,overall,9506
Sarawak,01/01/2005,both,overall,9553
Sarawak,01/01/2006,both,overall,9962
Sarawak,01/01/2007,both,overall,10020
Sarawak,01/01/2008,both,overall,10478
Sarawak,01/01/2009,both,overall,11240
Sarawak,01/01/2010,both,overall,10396
Sarawak,01/01/2011,both,overall,11118
Sarawak,01/01/2012,both,overall,11246
Sarawak,01/01/2013,both,overall,11231
Sarawak,01/01/2014,both,overall,11686
Sarawak,01/01/2015,both,overall,12200
Sarawak,01/01/2016,both,overall,12608
Sarawak,01/01/2017,both,overall,13117
Sarawak,01/01/2018,both,overall,13828
Sarawak,01/01/2019,both,overall,14025
Sarawak,01/01/2020,both,overall,14114
Sarawak,01/01/2021,both,overall,17596
Sarawak,01/01/2022,both,overall,16627
Sarawak,01/01/2023,both,overall,16158
Selangor,01/01/2000,both,overall,12706
Selangor,01/01/2001,both,overall,13368
Selangor,01/01/2002,both,overall,13922
Selangor,01/01/2003,both,overall,14295
Selangor,01/01/2004,both,overall,14616
Selangor,01/01/2005,both,overall,15371
Selangor,01/01/2006,both,overall,15695
Selangor,01/01/2007,both,overall,15903
Selangor,01/01/2008,both,overall,17649
Selangor,01/01/2009,both,overall,18373
Selangor,01/01/2010,both,overall,18558
Selangor,01/01/2011,both,overall,19352
Selangor,01/01/2012,both,overall,21020
Selangor,01/01/2013,both,overall,21677
Selangor,01/01/2014,both,overall,22647
Selangor,01/01/2015,both,overall,23804
Selangor,01/01/2016,both,overall,25588
Selangor,01/01/2017,both,overall,26733
Selangor,01/01/2018,both,overall,27387
Selangor,01/01/2019,both,overall,27786
Selangor,01/01/2020,both,overall,25405
Selangor,01/01/2021,both,overall,42051
Selangor,01/01/2022,both,overall,32861
Selangor,01/01/2023,both,overall,32646
Terengganu,01/01/2000,both,overall,4570
Terengganu,01/01/2001,both,overall,4866
Terengganu,01/01/2002,both,overall,5051
Terengganu,01/01/2003,both,overall,5346
Terengganu,01/01/2004,both,overall,5244
Terengganu,01/01/2005,both,overall,5368
Terengganu,01/01/2006,both,overall,5407
Terengganu,01/01/2007,both,overall,5563
Terengganu,01/01/2008,both,overall,5774
Terengganu,01/01/2009,both,overall,5978
Terengganu,01/01/2010,both,overall,5864
Terengganu,01/01/2011,both,overall,6209
Terengganu,01/01/2012,both,overall,6177
Terengganu,01/01/2013,both,overall,6424
Terengganu,01/01/2014,both,overall,6460
Terengganu,01/01/2015,both,overall,6715
Terengganu,01/01/2016,both,overall,6843
Terengganu,01/01/2017,both,overall,7048
Terengganu,01/01/2018,both,overall,7099
Terengganu,01/01/2019,both,overall,7341
Terengganu,01/01/2020,both,overall,6736
Terengganu,01/01/2021,both,overall,8469
Terengganu,01/01/2022,both,overall,8686
Terengganu,01/01/2023,both,overall,7857
Kuala Lumpur,01/01/2000,both,overall,5492
Kuala Lumpur,01/01/2001,both,overall,5746
Kuala Lumpur,01/01/2002,both,overall,6058
Kuala Lumpur,01/01/2003,both,overall,5888
Kuala Lumpur,01/01/2004,both,overall,5750
Kuala Lumpur,01/01/2005,both,overall,5635
Kuala Lumpur,01/01/2006,both,overall,5791
Kuala Lumpur,01/01/2007,both,overall,6015
Kuala Lumpur,01/01/2008,both,overall,6164
Kuala Lumpur,01/01/2009,both,overall,6470
Kuala Lumpur,01/01/2010,both,overall,6465
Kuala Lumpur,01/01/2011,both,overall,6927
Kuala Lumpur,01/01/2012,both,overall,6996
Kuala Lumpur,01/01/2013,both,overall,7183
Kuala Lumpur,01/01/2014,both,overall,7647
Kuala Lumpur,01/01/2015,both,overall,7608
Kuala Lumpur,01/01/2016,both,overall,8077
Kuala Lumpur,01/01/2017,both,overall,8205
Kuala Lumpur,01/01/2018,both,overall,8485
Kuala Lumpur,01/01/2019,both,overall,8845
Kuala Lumpur,01/01/2020,both,overall,8334
Kuala Lumpur,01/01/2021,both,overall,13334
Kuala Lumpur,01/01/2022,both,overall,9962
Kuala Lumpur,01/01/2023,both,overall,9646
Labuan,01/01/2000,both,overall,167
Labuan,01/01/2001,both,overall,159
Labuan,01/01/2002,both,overall,200
Labuan,01/01/2003,both,overall,220
Labuan,01/01/2004,both,overall,212
Labuan,01/01/2005,both,overall,209
Labuan,01/01/2006,both,overall,208
Labuan,01/01/2007,both,overall,204
Labuan,01/01/2008,both,overall,243
Labuan,01/01/2009,both,overall,247
Labuan,01/01/2010,both,overall,243
Labuan,01/01/2011,both,overall,218
Labuan,01/01/2012,both,overall,242
Labuan,01/01/2013,both,overall,245
Labuan,01/01/2014,both,overall,274
Labuan,01/01/2015,both,overall,246
Labuan,01/01/2016,both,overall,277
Labuan,01/01/2017,both,overall,247
Labuan,01/01/2018,both,overall,287
Labuan,01/01/2019,both,overall,298
Labuan,01/01/2020,both,overall,319
Labuan,01/01/2021,both,overall,517
Labuan,01/01/2022,both,overall,392
Labuan,01/01/2023,both,overall,333
Putrajaya,01/01/2010,both,overall,95
Putrajaya,01/01/2011,both,overall,113
Putrajaya,01/01/2012,both,overall,142
Putrajaya,01/01/2013,both,overall,164
Putrajaya,01/01/2014,both,overall,194
Putrajaya,01/01/2015,both,overall,193
Putrajaya,01/01/2016,both,overall,163
Putrajaya,01/01/2017,both,overall,229
Putrajaya,01/01/2018,both,overall,218
Putrajaya,01/01/2019,both,overall,209
Putrajaya,01/01/2020,both,overall,211
Putrajaya,01/01/2021,both,overall,266
Putrajaya,01/01/2022,both,overall,253
Putrajaya,01/01/2023,both,overall,284
Johor,01/01/2000,female,overall,4981
Johor,01/01/2000,male,overall,7163
Johor,01/01/2001,female,overall,5350
Johor,01/01/2001,male,overall,7380
Johor,01/01/2002,female,overall,5696
Johor,01/01/2002,male,overall,7763
Johor,01/01/2003,female,overall,5738
Johor,01/01/2003,male,overall,7933
Johor,01/01/2004,female,overall,5821
Johor,01/01/2004,male,overall,8021
Johor,01/01/2005,female,overall,5958
Johor,01/01/2005,male,overall,8194
Johor,01/01/2006,female,overall,5996
Johor,01/01/2006,male,overall,8550
Johor,01/01/2007,female,overall,6180
Johor,01/01/2007,male,overall,8985
Johor,01/01/2008,female,overall,6581
Johor,01/01/2008,male,overall,9345
Johor,01/01/2009,female,overall,6587
Johor,01/01/2009,male,overall,9384
Johor,01/01/2010,female,overall,6539
Johor,01/01/2010,male,overall,9521
Johor,01/01/2011,female,overall,6875
Johor,01/01/2011,male,overall,9604
Johor,01/01/2012,female,overall,7212
Johor,01/01/2012,male,overall,9989
Johor,01/01/2013,female,overall,7335
Johor,01/01/2013,male,overall,10361
Johor,01/01/2014,female,overall,7387
Johor,01/01/2014,male,overall,10517
Johor,01/01/2015,female,overall,7808
Johor,01/01/2015,male,overall,11045
Johor,01/01/2016,female,overall,8250
Johor,01/01/2016,male,overall,11674
Johor,01/01/2017,female,overall,8586
Johor,01/01/2017,male,overall,12076
Johor,01/01/2018,female,overall,8733
Johor,01/01/2018,male,overall,12384
Johor,01/01/2019,female,overall,9039
Johor,01/01/2019,male,overall,12760
Johor,01/01/2020,female,overall,8452
Johor,01/01/2020,male,overall,12194
Johor,01/01/2021,female,overall,11402
Johor,01/01/2021,male,overall,15549
Johor,01/01/2022,female,overall,10687
Johor,01/01/2022,male,overall,14618
Johor,01/01/2023,female,overall,10505
Johor,01/01/2023,male,overall,14200
Kedah,01/01/2000,female,overall,3872
Kedah,01/01/2000,male,overall,5110
Kedah,01/01/2001,female,overall,3979
Kedah,01/01/2001,male,overall,5218
Kedah,01/01/2002,female,overall,4297
Kedah,01/01/2002,male,overall,5628
Kedah,01/01/2003,female,overall,4511
Kedah,01/01/2003,male,overall,5800
Kedah,01/01/2004,female,overall,4349
Kedah,01/01/2004,male,overall,5746
Kedah,01/01/2005,female,overall,4510
Kedah,01/01/2005,male,overall,5770
Kedah,01/01/2006,female,overall,4621
Kedah,01/01/2006,male,overall,6077
Kedah,01/01/2007,female,overall,4687
Kedah,01/01/2007,male,overall,6160
Kedah,01/01/2008,female,overall,4750
Kedah,01/01/2008,male,overall,6321
Kedah,01/01/2009,female,overall,4986
Kedah,01/01/2009,male,overall,6632
Kedah,01/01/2010,female,overall,5073
Kedah,01/01/2010,male,overall,6601
Kedah,01/01/2011,female,overall,5025
Kedah,01/01/2011,male,overall,6844
Kedah,01/01/2012,female,overall,5209
Kedah,01/01/2012,male,overall,7059
Kedah,01/01/2013,female,overall,5420
Kedah,01/01/2013,male,overall,7096
Kedah,01/01/2014,female,overall,5613
Kedah,01/01/2014,male,overall,7404
Kedah,01/01/2015,female,overall,5941
Kedah,01/01/2015,male,overall,7733
Kedah,01/01/2016,female,overall,6037
Kedah,01/01/2016,male,overall,7734
Kedah,01/01/2017,female,overall,6283
Kedah,01/01/2017,male,overall,8049
Kedah,01/01/2018,female,overall,6336
Kedah,01/01/2018,male,overall,8216
Kedah,01/01/2019,female,overall,6271
Kedah,01/01/2019,male,overall,8031
Kedah,01/01/2020,female,overall,5977
Kedah,01/01/2020,male,overall,7694
Kedah,01/01/2021,female,overall,8389
Kedah,01/01/2021,male,overall,10068
Kedah,01/01/2022,female,overall,7836
Kedah,01/01/2022,male,overall,9792
Kedah,01/01/2023,female,overall,7342
Kedah,01/01/2023,male,overall,9301
Kelantan,01/01/2000,female,overall,3287
Kelantan,01/01/2000,male,overall,4333
Kelantan,01/01/2001,female,overall,3430
Kelantan,01/01/2001,male,overall,4367
Kelantan,01/01/2002,female,overall,3546
Kelantan,01/01/2002,male,overall,4784
Kelantan,01/01/2003,female,overall,3658
Kelantan,01/01/2003,male,overall,4956
Kelantan,01/01/2004,female,overall,3627
Kelantan,01/01/2004,male,overall,4920
Kelantan,01/01/2005,female,overall,3783
Kelantan,01/01/2005,male,overall,5051
Kelantan,01/01/2006,female,overall,3917
Kelantan,01/01/2006,male,overall,5023
Kelantan,01/01/2007,female,overall,3975
Kelantan,01/01/2007,male,overall,5211
Kelantan,01/01/2008,female,overall,4102
Kelantan,01/01/2008,male,overall,5592
Kelantan,01/01/2009,female,overall,4393
Kelantan,01/01/2009,male,overall,5721
Kelantan,01/01/2010,female,overall,4208
Kelantan,01/01/2010,male,overall,5590
Kelantan,01/01/2011,female,overall,4400
Kelantan,01/01/2011,male,overall,5624
Kelantan,01/01/2012,female,overall,4301
Kelantan,01/01/2012,male,overall,5589
Kelantan,01/01/2013,female,overall,4407
Kelantan,01/01/2013,male,overall,5635
Kelantan,01/01/2014,female,overall,4630
Kelantan,01/01/2014,male,overall,5958
Kelantan,01/01/2015,female,overall,4702
Kelantan,01/01/2015,male,overall,6087
Kelantan,01/01/2016,female,overall,4698
Kelantan,01/01/2016,male,overall,6111
Kelantan,01/01/2017,female,overall,4919
Kelantan,01/01/2017,male,overall,6284
Kelantan,01/01/2018,female,overall,4984
Kelantan,01/01/2018,male,overall,6332
Kelantan,01/01/2019,female,overall,4964
Kelantan,01/01/2019,male,overall,6446
Kelantan,01/01/2020,female,overall,4692
Kelantan,01/01/2020,male,overall,6236
Kelantan,01/01/2021,female,overall,6321
Kelantan,01/01/2021,male,overall,7605
Kelantan,01/01/2022,female,overall,6034
Kelantan,01/01/2022,male,overall,7411
Kelantan,01/01/2023,female,overall,5325
Kelantan,01/01/2023,male,overall,6514
Melaka,01/01/2000,female,overall,1727
Melaka,01/01/2000,male,overall,1998
Melaka,01/01/2001,female,overall,1685
Melaka,01/01/2001,male,overall,2114
Melaka,01/01/2002,female,overall,1835
Melaka,01/01/2002,male,overall,2131
Melaka,01/01/2003,female,overall,1777
Melaka,01/01/2003,male,overall,2187
Melaka,01/01/2004,female,overall,1842
Melaka,01/01/2004,male,overall,2228
Melaka,01/01/2005,female,overall,1847
Melaka,01/01/2005,male,overall,2293
Melaka,01/01/2006,female,overall,1855
Melaka,01/01/2006,male,overall,2291
Melaka,01/01/2007,female,overall,1795
Melaka,01/01/2007,male,overall,2350
Melaka,01/01/2008,female,overall,1891
Melaka,01/01/2008,male,overall,2490
Melaka,01/01/2009,female,overall,1923
Melaka,01/01/2009,male,overall,2549
Melaka,01/01/2010,female,overall,1951
Melaka,01/01/2010,male,overall,2530
Melaka,01/01/2011,female,overall,1964
Melaka,01/01/2011,male,overall,2642
Melaka,01/01/2012,female,overall,1987
Melaka,01/01/2012,male,overall,2588
Melaka,01/01/2013,female,overall,2078
Melaka,01/01/2013,male,overall,2669
Melaka,01/01/2014,female,overall,2009
Melaka,01/01/2014,male,overall,2719
Melaka,01/01/2015,female,overall,2181
Melaka,01/01/2015,male,overall,2778
Melaka,01/01/2016,female,overall,2271
Melaka,01/01/2016,male,overall,2915
Melaka,01/01/2017,female,overall,2431
Melaka,01/01/2017,male,overall,3092
Melaka,01/01/2018,female,overall,2328
Melaka,01/01/2018,male,overall,3079
Melaka,01/01/2019,female,overall,2459
Melaka,01/01/2019,male,overall,3088
Melaka,01/01/2020,female,overall,2372
Melaka,01/01/2020,male,overall,3072
Melaka,01/01/2021,female,overall,3162
Melaka,01/01/2021,male,overall,3921
Melaka,01/01/2022,female,overall,2961
Melaka,01/01/2022,male,overall,3669
Melaka,01/01/2023,female,overall,2734
Melaka,01/01/2023,male,overall,3456
Negeri Sembilan,01/01/2000,female,overall,1858
Negeri Sembilan,01/01/2000,male,overall,2682
Negeri Sembilan,01/01/2001,female,overall,1986
Negeri Sembilan,01/01/2001,male,overall,2738
Negeri Sembilan,01/01/2002,female,overall,2169
Negeri Sembilan,01/01/2002,male,overall,2882
Negeri Sembilan,01/01/2003,female,overall,2075
Negeri Sembilan,01/01/2003,male,overall,2963
Negeri Sembilan,01/01/2004,female,overall,2127
Negeri Sembilan,01/01/2004,male,overall,2940
Negeri Sembilan,01/01/2005,female,overall,2122
Negeri Sembilan,01/01/2005,male,overall,3041
Negeri Sembilan,01/01/2006,female,overall,2162
Negeri Sembilan,01/01/2006,male,overall,3042
Negeri Sembilan,01/01/2007,female,overall,2131
Negeri Sembilan,01/01/2007,male,overall,3050
Negeri Sembilan,01/01/2008,female,overall,2385
Negeri Sembilan,01/01/2008,male,overall,3355
Negeri Sembilan,01/01/2009,female,overall,2413
Negeri Sembilan,01/01/2009,male,overall,3419
Negeri Sembilan,01/01/2010,female,overall,2377
Negeri Sembilan,01/01/2010,male,overall,3437
Negeri Sembilan,01/01/2011,female,overall,2454
Negeri Sembilan,01/01/2011,male,overall,3431
Negeri Sembilan,01/01/2012,female,overall,2519
Negeri Sembilan,01/01/2012,male,overall,3376
Negeri Sembilan,01/01/2013,female,overall,2584
Negeri Sembilan,01/01/2013,male,overall,3629
Negeri Sembilan,01/01/2014,female,overall,2729
Negeri Sembilan,01/01/2014,male,overall,3681
Negeri Sembilan,01/01/2015,female,overall,2788
Negeri Sembilan,01/01/2015,male,overall,3823
Negeri Sembilan,01/01/2016,female,overall,2846
Negeri Sembilan,01/01/2016,male,overall,3964
Negeri Sembilan,01/01/2017,female,overall,3011
Negeri Sembilan,01/01/2017,male,overall,4100
Negeri Sembilan,01/01/2018,female,overall,3013
Negeri Sembilan,01/01/2018,male,overall,4285
Negeri Sembilan,01/01/2019,female,overall,3062
Negeri Sembilan,01/01/2019,male,overall,4106
Negeri Sembilan,01/01/2020,female,overall,2960
Negeri Sembilan,01/01/2020,male,overall,4051
Negeri Sembilan,01/01/2021,female,overall,3959
Negeri Sembilan,01/01/2021,male,overall,5206
Negeri Sembilan,01/01/2022,female,overall,3677
Negeri Sembilan,01/01/2022,male,overall,4959
Negeri Sembilan,01/01/2023,female,overall,3508
Negeri Sembilan,01/01/2023,male,overall,4724
Pahang,01/01/2000,female,overall,2233
Pahang,01/01/2000,male,overall,3274
Pahang,01/01/2001,female,overall,2314
Pahang,01/01/2001,male,overall,3427
Pahang,01/01/2002,female,overall,2498
Pahang,01/01/2002,male,overall,3799
Pahang,01/01/2003,female,overall,2497
Pahang,01/01/2003,male,overall,3794
Pahang,01/01/2004,female,overall,2450
Pahang,01/01/2004,male,overall,3825
Pahang,01/01/2005,female,overall,2564
Pahang,01/01/2005,male,overall,3935
Pahang,01/01/2006,female,overall,2644
Pahang,01/01/2006,male,overall,4026
Pahang,01/01/2007,female,overall,2693
Pahang,01/01/2007,male,overall,4049
Pahang,01/01/2008,female,overall,2754
Pahang,01/01/2008,male,overall,4346
Pahang,01/01/2009,female,overall,2926
Pahang,01/01/2009,male,overall,4502
Pahang,01/01/2010,female,overall,3053
Pahang,01/01/2010,male,overall,4669
Pahang,01/01/2011,female,overall,3080
Pahang,01/01/2011,male,overall,4732
Pahang,01/01/2012,female,overall,3078
Pahang,01/01/2012,male,overall,4713
Pahang,01/01/2013,female,overall,3184
Pahang,01/01/2013,male,overall,4962
Pahang,01/01/2014,female,overall,3209
Pahang,01/01/2014,male,overall,5092
Pahang,01/01/2015,female,overall,3427
Pahang,01/01/2015,male,overall,5044
Pahang,01/01/2016,female,overall,3531
Pahang,01/01/2016,male,overall,5347
Pahang,01/01/2017,female,overall,3763
Pahang,01/01/2017,male,overall,5498
Pahang,01/01/2018,female,overall,3721
Pahang,01/01/2018,male,overall,5525
Pahang,01/01/2019,female,overall,3787
Pahang,01/01/2019,male,overall,5392
Pahang,01/01/2020,female,overall,3511
Pahang,01/01/2020,male,overall,5175
Pahang,01/01/2021,female,overall,4257
Pahang,01/01/2021,male,overall,6109
Pahang,01/01/2022,female,overall,4506
Pahang,01/01/2022,male,overall,6516
Pahang,01/01/2023,female,overall,4426
Pahang,01/01/2023,male,overall,6082
Perak,01/01/2000,female,overall,5551
Perak,01/01/2000,male,overall,7643
Perak,01/01/2001,female,overall,5954
Perak,01/01/2001,male,overall,7623
Perak,01/01/2002,female,overall,6127
Perak,01/01/2002,male,overall,8218
Perak,01/01/2003,female,overall,6298
Perak,01/01/2003,male,overall,8263
Perak,01/01/2004,female,overall,6159
Perak,01/01/2004,male,overall,8242
Perak,01/01/2005,female,overall,6234
Perak,01/01/2005,male,overall,8114
Perak,01/01/2006,female,overall,6313
Perak,01/01/2006,male,overall,8116
